,comp_id,inc_date,rec_date,close_date,boro,precinct,disp,inc_dt,rec_dt,close_dt
1965,202101485,2/28/2021,3/8/2021 11:09,6/3/2021 8:42,Brooklyn,84,Complainant Unavailable,2/28/2021,3/8/2021 11:09,6/3/2021 8:42
1966,202008447,12/7/2020,12/28/2020 11:10,7/12/2021 9:58,Bronx,43,Closed - Pending Litigation,12/7/2020,12/28/2020 11:10,7/12/2021 9:58
1967,202001836,1/29/2020,3/4/2020 11:41,1/21/2022 14:23,Manhattan,10,Substantiated (Command Discipline A),1/29/2020,3/4/2020 11:41,1/21/2022 14:23
1968,201807978,9/19/2018,9/26/2018 10:59,5/1/2019 11:27,Queens,107,Mediation Attempted,9/19/2018,9/26/2018 10:59,5/1/2019 11:27
1969,202002882,4/18/2020,4/27/2020 11:12,2/22/2022 18:36,Manhattan,33,Officer(s) Unidentified,4/18/2020,4/27/2020 11:12,2/22/2022 18:36
1970,201800575,1/23/2018,1/23/2018 8:05,4/30/2018 11:46,Bronx,46,Complainant Uncooperative,1/23/2018,1/23/2018 8:05,4/30/2018 11:46
1971,202202093,4/3/2022,4/3/2022 12:08,7/25/2023 11:05,Queens,115,Within NYPD Guidelines,4/3/2022,4/3/2022 12:08,7/25/2023 11:05
1972,202006550,9/8/2020,9/28/2020 12:28,1/8/2021 12:25,Manhattan,19,Complainant Unavailable,9/8/2020,9/28/2020 12:28,1/8/2021 12:25
1973,202204049,6/14/2022,6/20/2022 14:08,10/4/2022 16:34,Brooklyn,69,Complainant Unavailable,6/14/2022,6/20/2022 14:08,10/4/2022 16:34
1974,202201864,3/18/2022,3/23/2022 22:15,7/11/2023 13:42,Manhattan,1,Within NYPD Guidelines,3/18/2022,3/23/2022 22:15,7/11/2023 13:42
1975,202106427,10/14/2021,10/22/2021 15:25,5/3/2023 13:28,Queens,106,Unable to Determine,10/14/2021,10/22/2021 15:25,5/3/2023 13:28
1976,202000924,2/3/2020,2/3/2020 17:21,2/28/2022 11:16,Brooklyn,75,Substantiated (Charges),2/3/2020,2/3/2020 17:21,2/28/2022 11:16
1977,202004411,6/3/2020,6/18/2020 10:43,9/1/2020 13:01,Brooklyn,68,Complainant Uncooperative,6/3/2020,6/18/2020 10:43,9/1/2020 13:01
1978,202300154,10/19/2022,1/5/2023 14:48,1/17/2024 10:50,Brooklyn,68,Within NYPD Guidelines,10/19/2022,1/5/2023 14:48,1/17/2024 10:50
1979,202303670,4/16/2023,4/26/2023 16:32,9/18/2023 11:12,Brooklyn,72,Complainant Uncooperative,4/16/2023,4/26/2023 16:32,9/18/2023 11:12
1980,201905912,7/6/2019,7/8/2019 11:32,12/2/2020 9:52,Brooklyn,70,Exonerated,7/6/2019,7/8/2019 11:32,12/2/2020 9:52
1981,202402823,3/17/2024,3/20/2024 21:32,6/11/2024 12:57,Bronx,40,Alleged Victim Uncooperative,3/17/2024,3/20/2024 21:32,6/11/2024 12:57
1982,202104260,7/6/2021,7/19/2021 10:54,10/17/2022 13:38,Brooklyn,75,Substantiated (Command Discipline A),7/6/2021,7/19/2021 10:54,10/17/2022 13:38
1983,202206761,10/9/2022,10/10/2022 9:30,12/12/2022 11:23,Brooklyn,72,Complainant Unavailable,10/9/2022,10/10/2022 9:30,12/12/2022 11:23
1984,201708158,7/2/2017,10/4/2017 14:27,1/16/2018 18:22,Manhattan,6,Exonerated,7/2/2017,10/4/2017 14:27,1/16/2018 18:22
1985,201908568,8/30/2019,9/27/2019 17:34,7/14/2020 18:16,Bronx,52,Exonerated,8/30/2019,9/27/2019 17:34,7/14/2020 18:16
1986,202301645,2/24/2023,2/27/2023 9:21,6/21/2024 10:59,Queens,114,Substantiated (Charges),2/24/2023,2/27/2023 9:21,6/21/2024 10:59
1987,201807056,8/12/2018,8/27/2018 10:57,10/16/2018 8:44,Bronx,42,Complaint Withdrawn,8/12/2018,8/27/2018 10:57,10/16/2018 8:44
1988,201805346,6/7/2018,7/4/2018 12:26,12/6/2018 10:19,Brooklyn,67,Exonerated,6/7/2018,7/4/2018 12:26,12/6/2018 10:19
1989,202206087,8/23/2022,9/13/2022 9:19,11/29/2023 17:20,Bronx,41,Unable to Determine,8/23/2022,9/13/2022 9:19,11/29/2023 17:20
1990,202100600,1/9/2021,1/25/2021 13:04,4/20/2021 13:07,Brooklyn,73,Complaint Withdrawn,1/9/2021,1/25/2021 13:04,4/20/2021 13:07
1991,201909195,10/15/2019,10/22/2019 11:06,3/31/2020 8:23,Bronx,44,Complainant Uncooperative,10/15/2019,10/22/2019 11:06,3/31/2020 8:23
1992,202103061,5/11/2021,5/20/2021 10:36,8/2/2021 12:10,Brooklyn,68,Complaint Withdrawn,5/11/2021,5/20/2021 10:36,8/2/2021 12:10
1993,201806379,7/24/2018,8/6/2018 11:03,10/4/2018 16:01,Manhattan,1,Complainant Uncooperative,7/24/2018,8/6/2018 11:03,10/4/2018 16:01
1994,202000701,1/9/2020,1/27/2020 11:12,10/13/2020 13:44,Brooklyn,60,Administratively Closed,1/9/2020,1/27/2020 11:12,10/13/2020 13:44
1995,202006823,10/9/2020,10/13/2020 12:08,4/22/2022 13:39,Brooklyn,62,Substantiated (Command Discipline A),10/9/2020,10/13/2020 12:08,4/22/2022 13:39
1996,202200631,2/1/2022,2/1/2022 14:47,5/25/2022 12:56,Brooklyn,71,Complainant Uncooperative,2/1/2022,2/1/2022 14:47,5/25/2022 12:56
1997,202303967,5/4/2023,5/5/2023 15:04,7/11/2023 9:55,Bronx,44,Complainant Uncooperative,5/4/2023,5/5/2023 15:04,7/11/2023 9:55
1998,202002258,3/20/2020,3/20/2020 2:48,3/22/2022 18:54,Bronx,40,Substantiated (Charges),3/20/2020,3/20/2020 2:48,3/22/2022 18:54
1999,201707427,9/1/2017,9/8/2017 12:33,11/20/2017 13:55,Bronx,52,Complainant Unavailable,9/1/2017,9/8/2017 12:33,11/20/2017 13:55
2000,202104519,5/31/2021,8/2/2021 7:45,1/31/2023 10:46,Bronx,49,Exonerated,5/31/2021,8/2/2021 7:45,1/31/2023 10:46
2001,202310576,11/4/2023,11/7/2023 13:03,1/10/2024 16:33,Manhattan,28,OMB PEG Directive Closure,11/4/2023,11/7/2023 13:03,1/10/2024 16:33
2002,201701845,2016-10-__,3/9/2017 15:44,9/13/2017 9:58,Manhattan,20,Unsubstantiated,NA,3/9/2017 15:44,9/13/2017 9:58
2003,201904933,5/25/2019,6/7/2019 11:05,8/31/2021 18:50,Brooklyn,75,Exonerated,5/25/2019,6/7/2019 11:05,8/31/2021 18:50
2004,202402950,3/24/2024,3/24/2024 1:47,6/11/2024 12:57,Manhattan,28,Complainant Unavailable,3/24/2024,3/24/2024 1:47,6/11/2024 12:57
2005,201800352,1/13/2018,1/16/2018 3:06,4/4/2018 11:21,Manhattan,14,Exonerated,1/13/2018,1/16/2018 3:06,4/4/2018 11:21
2006,202100436,1/5/2021,1/21/2021 10:50,6/27/2022 9:36,Brooklyn,81,Unsubstantiated,1/5/2021,1/21/2021 10:50,6/27/2022 9:36
2007,201703757,5/5/2017,5/11/2017 13:48,6/19/2017 17:06,Queens,103,Complainant Uncooperative,5/5/2017,5/11/2017 13:48,6/19/2017 17:06
2008,202006535,9/9/2020,9/28/2020 12:28,6/10/2021 12:14,Bronx,41,Mediated,9/9/2020,9/28/2020 12:28,6/10/2021 12:14
2009,202008469,12/28/2020,12/28/2020 21:32,5/4/2022 14:14,Queens,103,Substantiated (Charges),12/28/2020,12/28/2020 21:32,5/4/2022 14:14
2010,202202040,12/17/2021,3/25/2022 13:00,5/24/2023 11:47,Manhattan,14,Unfounded,12/17/2021,3/25/2022 13:00,5/24/2023 11:47
2011,202311545,3/31/2023,12/6/2023 14:31,2/2/2024 10:38,Bronx,47,OMB PEG Directive Closure,3/31/2023,12/6/2023 14:31,2/2/2024 10:38
2012,202107039,10/21/2021,11/17/2021 15:55,4/11/2023 12:36,Queens,105,Unfounded,10/21/2021,11/17/2021 15:55,4/11/2023 12:36
2013,202200293,11/23/2021,1/14/2022 17:09,4/18/2023 11:02,Brooklyn,67,Within NYPD Guidelines,11/23/2021,1/14/2022 17:09,4/18/2023 11:02
2014,201809155,10/27/2018,11/2/2018 12:49,1/9/2019 13:58,Bronx,40,Complaint Withdrawn,10/27/2018,11/2/2018 12:49,1/9/2019 13:58
2015,202004062,5/26/2020,5/26/2020 21:17,7/12/2021 11:31,Brooklyn,79,Administratively Closed,5/26/2020,5/26/2020 21:17,7/12/2021 11:31
2016,202203016,5/6/2022,5/12/2022 7:37,10/4/2022 16:34,Queens,103,Complainant Unavailable,5/6/2022,5/12/2022 7:37,10/4/2022 16:34
2017,201708265,10/3/2017,10/6/2017 15:57,10/25/2017 14:15,Manhattan,1,Complainant Uncooperative,10/3/2017,10/6/2017 15:57,10/25/2017 14:15
2018,202104669,8/7/2021,8/7/2021 12:09,11/15/2021 8:13,Manhattan,10,Complainant Unavailable,8/7/2021,8/7/2021 12:09,11/15/2021 8:13
2019,201806501,7/29/2018,8/9/2018 11:12,3/18/2019 16:35,Brooklyn,73,Mediation Attempted,7/29/2018,8/9/2018 11:12,3/18/2019 16:35
2020,201701159,2/8/2017,2/14/2017 11:22,5/19/2017 14:46,Bronx,47,Complaint Withdrawn,2/8/2017,2/14/2017 11:22,5/19/2017 14:46
2021,201901157,2/6/2019,2/7/2019 13:15,4/10/2019 13:14,Bronx,40,Complainant Uncooperative,2/6/2019,2/7/2019 13:15,4/10/2019 13:14
2022,202100225,12/31/2020,1/11/2021 11:32,4/20/2021 13:06,Manhattan,18,Complainant Uncooperative,12/31/2020,1/11/2021 11:32,4/20/2021 13:06
2023,202107234,2019-05-__,11/28/2021 7:57,3/2/2022 9:14,Brooklyn,77,Complainant Uncooperative,NA,11/28/2021 7:57,3/2/2022 9:14
2024,201909096,10/9/2019,10/17/2019 11:20,3/31/2020 8:23,Manhattan,14,Complainant Uncooperative,10/9/2019,10/17/2019 11:20,3/31/2020 8:23
2025,201907967,9/7/2019,9/8/2019 14:56,10/26/2020 15:04,Manhattan,28,Unsubstantiated,9/7/2019,9/8/2019 14:56,10/26/2020 15:04
2026,202303462,4/21/2023,4/21/2023 14:18,7/17/2023 15:30,Brooklyn,77,Complaint Withdrawn,4/21/2023,4/21/2023 14:18,7/17/2023 15:30
2027,201802101,3/1/2018,3/19/2018 8:54,9/27/2018 19:22,Brooklyn,61,Unsubstantiated,3/1/2018,3/19/2018 8:54,9/27/2018 19:22
2028,201803477,4/24/2018,5/3/2018 12:44,7/8/2019 16:45,Brooklyn,70,Substantiated (Command Discipline A),4/24/2018,5/3/2018 12:44,7/8/2019 16:45
2029,202302075,3/4/2023,3/12/2023 12:13,12/14/2023 12:21,Brooklyn,75,Unable to Determine,3/4/2023,3/12/2023 12:13,12/14/2023 12:21
2030,201907696,8/19/2019,8/28/2019 11:07,12/9/2019 13:57,Bronx,47,Complainant Uncooperative,8/19/2019,8/28/2019 11:07,12/9/2019 13:57
2031,202302868,3/26/2023,4/5/2023 17:06,6/28/2023 9:05,Queens,103,Complainant Uncooperative,3/26/2023,4/5/2023 17:06,6/28/2023 9:05
2032,201707508,9/10/2017,9/11/2017 12:25,11/6/2017 15:53,Brooklyn,94,Closed - Pending Litigation,9/10/2017,9/11/2017 12:25,11/6/2017 15:53
2033,202101468,2/5/2021,3/4/2021 16:12,4/26/2021 11:20,Brooklyn,70,Closed - Pending Litigation,2/5/2021,3/4/2021 16:12,4/26/2021 11:20
2034,202302901,3/29/2023,4/6/2023 9:29,5/25/2023 9:09,Bronx,40,Complaint Withdrawn,3/29/2023,4/6/2023 9:29,5/25/2023 9:09
2035,201805265,7/1/2018,7/1/2018 4:14,12/28/2018 11:23,Bronx,43,Mediated,7/1/2018,7/1/2018 4:14,12/28/2018 11:23
2036,202401351,1/29/2024,2/8/2024 10:16,2/28/2024 10:05,Manhattan,19,OMB PEG Directive Closure,1/29/2024,2/8/2024 10:16,2/28/2024 10:05
2037,201710618,11/21/2017,12/27/2017 16:21,4/26/2018 15:30,Manhattan,28,Mediated,11/21/2017,12/27/2017 16:21,4/26/2018 15:30
2038,202102750,4/23/2021,5/6/2021 10:44,10/24/2022 14:55,Brooklyn,73,Exonerated,4/23/2021,5/6/2021 10:44,10/24/2022 14:55
2039,201903599,4/27/2019,4/27/2019 16:41,12/20/2019 12:14,Brooklyn,71,Mediation Attempted,4/27/2019,4/27/2019 16:41,12/20/2019 12:14
2040,202105676,2021-04-__,9/22/2021 11:09,11/28/2022 17:07,Queens,108,Unsubstantiated,NA,9/22/2021 11:09,11/28/2022 17:07
2041,202310121,10/25/2023,10/26/2023 9:00,1/10/2024 13:45,Brooklyn,70,OMB PEG Directive Closure,10/25/2023,10/26/2023 9:00,1/10/2024 13:45
2042,201806216,7/19/2018,7/31/2018 12:37,9/17/2018 10:35,Brooklyn,73,Closed - Pending Litigation,7/19/2018,7/31/2018 12:37,9/17/2018 10:35
2043,202300651,1/23/2023,1/24/2023 13:33,1/23/2024 12:59,Staten Island,120,Unfounded,1/23/2023,1/24/2023 13:33,1/23/2024 12:59
2044,201808627,10/9/2018,10/17/2018 11:06,2/14/2019 12:24,Bronx,40,Complainant Uncooperative,10/9/2018,10/17/2018 11:06,2/14/2019 12:24
2045,202004370,5/31/2020,6/17/2020 12:04,12/29/2021 16:12,Brooklyn,67,Unsubstantiated,5/31/2020,6/17/2020 12:04,12/29/2021 16:12
2046,201810593,12/19/2018,12/20/2018 17:36,7/19/2019 13:24,Brooklyn,83,Exonerated,12/19/2018,12/20/2018 17:36,7/19/2019 13:24
2047,202105206,8/25/2021,8/30/2021 13:49,1/10/2022 13:21,Brooklyn,90,Complainant Uncooperative,8/25/2021,8/30/2021 13:49,1/10/2022 13:21
2048,202204982,6/12/2022,7/30/2022 3:06,12/12/2022 11:00,Brooklyn,69,Complainant Unavailable,6/12/2022,7/30/2022 3:06,12/12/2022 11:00
2049,202100306,5/16/2020,1/13/2021 16:55,6/9/2022 16:29,Brooklyn,90,Unsubstantiated,5/16/2020,1/13/2021 16:55,6/9/2022 16:29
2050,201804656,6/1/2018,6/11/2018 11:05,8/6/2018 13:39,Manhattan,1,Complainant Unavailable,6/1/2018,6/11/2018 11:05,8/6/2018 13:39
2051,202208193,9/23/2022,11/29/2022 16:00,3/15/2023 13:56,Staten Island,120,Complainant Uncooperative,9/23/2022,11/29/2022 16:00,3/15/2023 13:56
2052,202304346,5/1/2023,5/16/2023 19:05,5/21/2024 17:32,Manhattan,7,Unfounded,5/1/2023,5/16/2023 19:05,5/21/2024 17:32
2053,201700045,12/29/2016,1/3/2017 14:25,1/26/2017 16:42,Bronx,43,Complainant Uncooperative,12/29/2016,1/3/2017 14:25,1/26/2017 16:42
2054,202104339,7/14/2021,7/22/2021 11:48,11/15/2021 8:13,Bronx,50,Complainant Uncooperative,7/14/2021,7/22/2021 11:48,11/15/2021 8:13
2055,202106939,11/4/2021,11/15/2021 11:04,1/21/2022 9:15,Queens,112,Complaint Withdrawn,11/4/2021,11/15/2021 11:04,1/21/2022 9:15
2056,201707846,9/15/2017,9/22/2017 16:32,11/20/2017 12:02,Manhattan,6,Complaint Withdrawn,9/15/2017,9/22/2017 16:32,11/20/2017 12:02
2057,202208529,12/14/2022,12/14/2022 11:45,3/11/2024 11:14,Bronx,43,Unfounded,12/14/2022,12/14/2022 11:45,3/11/2024 11:14
2058,202104219,7/16/2021,7/16/2021 14:42,3/2/2023 11:11,Manhattan,28,Unable to Determine,7/16/2021,7/16/2021 14:42,3/2/2023 11:11
2059,201910548,11/18/2019,12/9/2019 13:57,6/23/2021 12:00,Brooklyn,70,Administratively Closed,11/18/2019,12/9/2019 13:57,6/23/2021 12:00
2060,202007557,10/29/2020,11/16/2020 10:47,3/9/2021 14:22,Queens,100,Complainant Unavailable,10/29/2020,11/16/2020 10:47,3/9/2021 14:22
2061,201800102,12/28/2017,1/4/2018 11:35,4/30/2018 11:44,Brooklyn,90,Complainant Uncooperative,12/28/2017,1/4/2018 11:35,4/30/2018 11:44
2062,202004042,5/25/2020,6/8/2020 11:09,12/4/2020 11:19,Bronx,49,Alleged Victim Unavailable,5/25/2020,6/8/2020 11:09,12/4/2020 11:19
2063,202004400,6/2/2020,6/18/2020 10:44,9/1/2020 12:07,Brooklyn,72,Complainant Uncooperative,6/2/2020,6/18/2020 10:44,9/1/2020 12:07
2064,202007132,10/19/2020,10/27/2020 10:29,4/21/2022 17:17,Manhattan,25,Unsubstantiated,10/19/2020,10/27/2020 10:29,4/21/2022 17:17
2065,202200258,9/19/2021,1/13/2022 10:34,3/8/2023 11:41,Queens,113,Unfounded,9/19/2021,1/13/2022 10:34,3/8/2023 11:41
2066,202101324,1/29/2021,3/1/2021 15:52,1/26/2022 12:24,Brooklyn,68,Mediated,1/29/2021,3/1/2021 15:52,1/26/2022 12:24
2067,202003901,6/3/2020,6/4/2020 3:01,2/25/2022 12:16,Brooklyn,84,Substantiated (Charges),6/3/2020,6/4/2020 3:01,2/25/2022 12:16
2068,201800688,5/22/2017,1/25/2018 15:19,11/19/2018 15:40,Brooklyn,60,Unsubstantiated,5/22/2017,1/25/2018 15:19,11/19/2018 15:40
2069,202302164,2/14/2023,3/14/2023 15:22,6/11/2024 15:37,Brooklyn,73,Substantiated (Formalized Training),2/14/2023,3/14/2023 15:22,6/11/2024 15:37
2070,202301719,,2/28/2023 13:17,4/19/2023 13:06,Bronx,50,Complainant Unavailable,NA,2/28/2023 13:17,4/19/2023 13:06
2071,201706384,7/31/2017,8/4/2017 13:12,9/15/2017 12:01,Brooklyn,73,Complainant Uncooperative,7/31/2017,8/4/2017 13:12,9/15/2017 12:01
2072,201701731,11/17/2016,3/7/2017 11:08,4/16/2018 12:02,Queens,107,Unfounded,11/17/2016,3/7/2017 11:08,4/16/2018 12:02
2073,201900277,1/10/2019,1/10/2019 12:55,3/13/2019 15:39,Queens,113,Complaint Withdrawn,1/10/2019,1/10/2019 12:55,3/13/2019 15:39
2074,201910663,7/29/2019,12/11/2019 16:00,8/17/2021 13:37,Bronx,50,Substantiated (Command Discipline B),7/29/2019,12/11/2019 16:00,8/17/2021 13:37
2075,202300489,1/18/2023,1/19/2023 9:08,3/11/2024 11:14,Queens,103,Substantiated (Formalized Training),1/18/2023,1/19/2023 9:08,3/11/2024 11:14
2076,201905210,6/8/2019,6/17/2019 9:13,2/13/2020 20:40,Brooklyn,67,Substantiated (Formalized Training),6/8/2019,6/17/2019 9:13,2/13/2020 20:40
2077,202107421,11/20/2021,12/6/2021 10:58,5/3/2023 13:29,Staten Island,123,Unfounded,11/20/2021,12/6/2021 10:58,5/3/2023 13:29
2078,201810770,12/9/2018,12/28/2018 11:08,3/1/2019 9:28,Manhattan,14,Complaint Withdrawn,12/9/2018,12/28/2018 11:08,3/1/2019 9:28
2079,202304816,5/21/2023,5/21/2023 8:00,10/19/2023 15:35,Brooklyn,68,Complainant Uncooperative,5/21/2023,5/21/2023 8:00,10/19/2023 15:35
2080,201808937,10/26/2018,10/29/2018 9:49,1/4/2019 13:56,Brooklyn,71,Complainant Uncooperative,10/26/2018,10/29/2018 9:49,1/4/2019 13:56
2081,201706426,8/5/2017,8/6/2017 14:05,11/30/2017 15:57,Bronx,41,Mediation Attempted,8/5/2017,8/6/2017 14:05,11/30/2017 15:57
2082,202200706,7/29/2021,2/4/2022 19:14,3/8/2023 11:41,Bronx,45,Unfounded,7/29/2021,2/4/2022 19:14,3/8/2023 11:41
2083,201901301,2/1/2019,2/12/2019 11:18,4/12/2019 10:47,Brooklyn,90,Complainant Uncooperative,2/1/2019,2/12/2019 11:18,4/12/2019 10:47
2084,202004501,6/7/2020,6/29/2020 11:27,4/28/2021 15:08,Brooklyn,75,Complainant Uncooperative,6/7/2020,6/29/2020 11:27,4/28/2021 15:08
2085,201903225,2019-02-__,4/15/2019 11:08,6/4/2019 13:13,Brooklyn,75,Complaint Withdrawn,NA,4/15/2019 11:08,6/4/2019 13:13
2086,201901389,1/28/2019,2/14/2019 12:18,8/23/2019 14:25,Manhattan,34,Officer(s) Unidentified,1/28/2019,2/14/2019 12:18,8/23/2019 14:25
2087,201807635,8/31/2018,9/17/2018 11:02,12/21/2018 10:42,Brooklyn,62,Complaint Withdrawn,8/31/2018,9/17/2018 11:02,12/21/2018 10:42
2088,201809207,11/4/2018,11/5/2018 9:48,10/31/2019 12:51,Bronx,41,Substantiated (Command Discipline A),11/4/2018,11/5/2018 9:48,10/31/2019 12:51
2089,202003335,5/15/2020,5/16/2020 10:21,9/1/2020 13:01,Brooklyn,73,Complainant Uncooperative,5/15/2020,5/16/2020 10:21,9/1/2020 13:01
2090,202005472,7/11/2020,8/5/2020 13:21,3/22/2022 18:55,Brooklyn,79,Unfounded,7/11/2020,8/5/2020 13:21,3/22/2022 18:55
2091,201800523,1/20/2018,1/22/2018 11:01,6/8/2018 11:59,Queens,114,Mediated,1/20/2018,1/22/2018 11:01,6/8/2018 11:59
2092,202007318,11/3/2020,11/5/2020 18:12,1/26/2021 9:01,Brooklyn,83,Complainant Uncooperative,11/3/2020,11/5/2020 18:12,1/26/2021 9:01
2093,202310106,10/25/2023,10/25/2023 16:36,1/5/2024 8:33,Staten Island,123,Complaint Withdrawn,10/25/2023,10/25/2023 16:36,1/5/2024 8:33
2094,201910283,11/26/2019,11/27/2019 9:55,3/22/2021 10:17,Brooklyn,84,Mediated,11/26/2019,11/27/2019 9:55,3/22/2021 10:17
2095,201705417,6/29/2017,7/5/2017 11:56,1/16/2018 18:19,Brooklyn,67,Substantiated (Command Discipline A),6/29/2017,7/5/2017 11:56,1/16/2018 18:19
2096,201810491,11/28/2018,12/17/2018 11:00,2/13/2019 13:38,Brooklyn,77,Complaint Withdrawn,11/28/2018,12/17/2018 11:00,2/13/2019 13:38
2097,201703704,4/4/2017,5/9/2017 21:40,9/22/2017 18:11,Bronx,41,Unsubstantiated,4/4/2017,5/9/2017 21:40,9/22/2017 18:11
2098,201903014,3/29/2019,4/8/2019 11:03,9/25/2019 13:24,Manhattan,24,Complainant Uncooperative,3/29/2019,4/8/2019 11:03,9/25/2019 13:24
2099,201809039,10/28/2018,10/30/2018 14:56,2/25/2019 18:20,Manhattan,18,Complainant Uncooperative,10/28/2018,10/30/2018 14:56,2/25/2019 18:20
2100,201703935,5/12/2017,5/17/2017 12:44,2/1/2018 19:11,Manhattan,13,Unsubstantiated,5/12/2017,5/17/2017 12:44,2/1/2018 19:11
2101,201805811,7/7/2018,7/16/2018 14:12,1/31/2019 16:14,Manhattan,34,Mediation Attempted,7/7/2018,7/16/2018 14:12,1/31/2019 16:14
2102,201800303,1/9/2018,1/12/2018 13:40,2/22/2018 11:45,Brooklyn,62,Complainant Uncooperative,1/9/2018,1/12/2018 13:40,2/22/2018 11:45
2103,202105424,2021-08-__,9/12/2021 18:54,3/8/2023 11:40,Queens,109,Unable to Determine,NA,9/12/2021 18:54,3/8/2023 11:40
2104,201700912,1/29/2017,2/3/2017 11:01,5/15/2017 18:47,Brooklyn,68,Unsubstantiated,1/29/2017,2/3/2017 11:01,5/15/2017 18:47
2105,202105187,8/12/2021,8/31/2021 11:02,12/29/2021 16:12,Manhattan,33,Unsubstantiated,8/12/2021,8/31/2021 11:02,12/29/2021 16:12
2106,201807831,9/15/2018,9/21/2018 11:07,5/15/2019 18:17,Queens,107,Exonerated,9/15/2018,9/21/2018 11:07,5/15/2019 18:17
2107,202006643,10/3/2020,10/3/2020 21:04,2/15/2022 11:07,Queens,101,Mediation Attempted,10/3/2020,10/3/2020 21:04,2/15/2022 11:07
2108,201801780,3/5/2018,3/6/2018 8:42,5/15/2018 13:43,Bronx,40,Complainant Uncooperative,3/5/2018,3/6/2018 8:42,5/15/2018 13:43
2109,201701867,3/4/2017,3/10/2017 11:21,4/4/2017 12:19,Staten Island,120,Complaint Withdrawn,3/4/2017,3/10/2017 11:21,4/4/2017 12:19
2110,202310696,11/7/2023,11/13/2023 12:12,1/18/2024 14:31,Queens,108,Complaint Withdrawn,11/7/2023,11/13/2023 12:12,1/18/2024 14:31
2111,201804431,5/28/2018,6/4/2018 16:14,8/15/2018 9:27,Brooklyn,71,Complainant Uncooperative,5/28/2018,6/4/2018 16:14,8/15/2018 9:27
2112,202305002,3/23/2023,4/6/2023 11:49,7/25/2023 13:43,Bronx,50,Complainant Uncooperative,3/23/2023,4/6/2023 11:49,7/25/2023 13:43
2113,202205561,8/13/2022,8/19/2022 19:53,9/21/2023 11:37,Queens,113,Substantiated (Command Discipline A),8/13/2022,8/19/2022 19:53,9/21/2023 11:37
2114,202303659,4/8/2023,4/27/2023 8:06,7/24/2023 10:41,Brooklyn,60,Closed - Pending Litigation,4/8/2023,4/27/2023 8:06,7/24/2023 10:41
2115,202105055,8/6/2021,8/25/2021 10:44,1/10/2022 13:21,Brooklyn,75,Closed - Pending Litigation,8/6/2021,8/25/2021 10:44,1/10/2022 13:21
2116,202205500,8/6/2022,8/19/2022 10:48,12/12/2022 11:01,Manhattan,24,Closed - Pending Litigation,8/6/2022,8/19/2022 10:48,12/12/2022 11:01
2117,201700391,1/14/2017,1/14/2017 12:24,6/28/2017 12:05,Manhattan,14,Unsubstantiated,1/14/2017,1/14/2017 12:24,6/28/2017 12:05
2118,202005255,7/18/2020,7/24/2020 15:33,3/22/2022 18:55,Queens,101,Unsubstantiated,7/18/2020,7/24/2020 15:33,3/22/2022 18:55
2119,202200930,1/25/2022,2/14/2022 13:36,5/23/2023 16:03,Bronx,44,Substantiated (Charges),1/25/2022,2/14/2022 13:36,5/23/2023 16:03
2120,202207608,11/9/2022,11/9/2022 14:24,1/19/2023 10:07,Staten Island,123,Closed - Pending Litigation,11/9/2022,11/9/2022 14:24,1/19/2023 10:07
2121,201906041,6/19/2019,6/19/2019 0:00,12/9/2019 13:55,Brooklyn,67,Closed - Pending Litigation,6/19/2019,6/19/2019,12/9/2019 13:55
2122,202305612,6/8/2023,6/21/2023 12:40,10/2/2023 13:34,Brooklyn,88,Alleged Victim Unavailable,6/8/2023,6/21/2023 12:40,10/2/2023 13:34
2123,202302816,3/28/2023,4/4/2023 21:18,12/14/2023 13:03,Queens,112,Unfounded,3/28/2023,4/4/2023 21:18,12/14/2023 13:03
2124,202303390,3/28/2023,4/19/2023 6:04,2/20/2024 11:37,Manhattan,10,Within NYPD Guidelines,3/28/2023,4/19/2023 6:04,2/20/2024 11:37
2125,201809088,10/31/2018,10/31/2018 19:21,1/28/2019 13:53,Manhattan,6,Complainant Unavailable,10/31/2018,10/31/2018 19:21,1/28/2019 13:53
2126,202302090,3/3/2023,3/12/2023 12:10,6/28/2023 9:05,Manhattan,14,Complainant Uncooperative,3/3/2023,3/12/2023 12:10,6/28/2023 9:05
2127,201704324,5/27/2017,6/1/2017 11:43,6/19/2017 10:21,Manhattan,32,Complainant Unavailable,5/27/2017,6/1/2017 11:43,6/19/2017 10:21
2128,202401747,2/8/2024,2/20/2024 11:48,6/11/2024 12:56,Bronx,44,Complaint Withdrawn,2/8/2024,2/20/2024 11:48,6/11/2024 12:56
2129,202102686,5/2/2021,5/2/2021 17:21,8/3/2022 14:08,Brooklyn,60,Substantiated (Command Discipline B),5/2/2021,5/2/2021 17:21,8/3/2022 14:08
2130,202102036,10/25/2020,11/30/2020 17:34,2/22/2022 19:05,Manhattan,23,Exonerated,10/25/2020,11/30/2020 17:34,2/22/2022 19:05
2131,201806602,8/10/2018,8/11/2018 3:24,1/28/2019 18:17,Brooklyn,60,Unsubstantiated,8/10/2018,8/11/2018 3:24,1/28/2019 18:17
2132,202104972,8/6/2021,8/20/2021 13:43,3/8/2023 11:40,Brooklyn,70,Within NYPD Guidelines,8/6/2021,8/20/2021 13:43,3/8/2023 11:40
